"","Year","Area","Street","Street.2"
"4001",2012,"Birmingham","Soho̴Road","Soho Road"
"4002",2012,"Birmingham","soho̴road","soho road"
"4003",2012,"Birmingham","Soho̴Road","Soho Road"
"4004",2012,"Birmingham","soho̴road","soho road"
"4005",2012,"Birmingham"," SOHO̴ROAD,̴Handsworth"," SOHO ROAD, Handsworth"
"4006",2012,"Birmingham","Spical̴Street","Spical Street"
"4007",2012,"Birmingham"," Spiceal̴Street,̴Bullring"," Spiceal Street, Bullring"
"4008",2012,"Birmingham","Springhill̴Winson̴Green","Springhill Winson Green"
"4009",2012,"Birmingham","ST̴Johns̴Walk","ST Johns Walk"
"4010",2012,"Birmingham"," St̴Martins̴Church,̴Bullring"," St Martins Church, Bullring"
"4011",2012,"Birmingham"," St̴Martins̴Church,̴Bullring"," St Martins Church, Bullring"
"4012",2012,"Birmingham","St̴martins̴queensway","St martins queensway"
"4013",2012,"Birmingham"," St̴Martins̴Square,̴City̴Centre"," St Martins Square, City Centre"
"4014",2012,"Birmingham","St̴Phillips̴cathedral","St Phillips cathedral"
"4015",2012,"Birmingham"," St̴Phillips̴Churchyard,̴Temple̴Row"," St Phillips Churchyard, Temple Row"
"4016",2012,"Birmingham","star̴city","star city"
"4017",2012,"Birmingham"," Star̴City,̴Birmingham"," Star City, Birmingham"
"4018",2012,"Birmingham","Stealhouse̴lane","Stealhouse lane"
"4019",2012,"Birmingham","Steelhouse̴Lane","Steelhouse Lane"
"4020",2012,"Birmingham","Steelhouse̴Lane","Steelhouse Lane"
"4021",2012,"Birmingham","Steelhouse̴Lane̴City̴Centre","Steelhouse Lane City Centre"
"4022",2012,"Birmingham","Steelhouse̴Lane̴Police̴Station","Steelhouse Lane Police Station"
"4023",2012,"Birmingham"," Suffolk̴Street̴Queensway,̴City̴Centre"," Suffolk Street Queensway, City Centre"
"4024",2012,"Birmingham"," Summer̴Row,̴Birmingham"," Summer Row, Birmingham"
"4025",2012,"Birmingham"," Summer̴Row,̴Birmingham"," Summer Row, Birmingham"
"4026",2012,"Birmingham"," Summer̴Row,City̴centre"," Summer Row,City centre"
"4027",2012,"Birmingham","Tanhouse̴fish̴bar","Tanhouse fish bar"
"4028",2012,"Birmingham"," Tescos,̴Aston"," Tescos, Aston"
"4029",2012,"Birmingham"," Tescos,̴New̴Street"," Tescos, New Street"
"4030",2012,"Birmingham","Tew̴Park̴Road̴Handsworth","Tew Park Road Handsworth"
"4031",2012,"Birmingham","The̴Arcadian̴Centre","The Arcadian Centre"
"4032",2012,"Birmingham"," The̴Bullring,"," The Bullring,"
"4033",2012,"Birmingham"," The̴Review̴Bar,̴Arcadian,̴Birmingham"," The Review Bar, Arcadian, Birmingham"
"4034",2012,"Birmingham"," thimblemill̴Road,̴smethwick"," thimblemill Road, smethwick"
"4035",2012,"Birmingham"," Three̴Shires̴Oak̴Road,̴Bearwood"," Three Shires Oak Road, Bearwood"
"4036",2012,"Birmingham","Union̴Passage","Union Passage"
"4037",2012,"Birmingham"," Union̴Street,̴City̴Centre"," Union Street, City Centre"
"4038",2012,"Birmingham","Upper̴Bull̴St̴O/S̴Priory̴Court","Upper Bull St O/S Priory Court"
"4039",2012,"Birmingham","upper̴dean̴st","upper dean st"
"4040",2012,"Birmingham"," Upper̴Dean̴Street,̴Birmingham"," Upper Dean Street, Birmingham"
"4041",2012,"Birmingham"," Vauxhall̴Road,̴Neachells"," Vauxhall Road, Neachells"
"4042",2012,"Birmingham"," Vauxhall̴Road,̴Neachells"," Vauxhall Road, Neachells"
"4043",2012,"Birmingham"," Vicarage̴Road,handsworth"," Vicarage Road,handsworth"
"4044",2012,"Birmingham"," Vicarge̴Road,̴Edgbaston"," Vicarge Road, Edgbaston"
"4045",2012,"Birmingham","Victoria̴Square","Victoria Square"
"4046",2012,"Birmingham","Victoria̴Square","Victoria Square"
"4047",2012,"Birmingham","Victoria̴Square","Victoria Square"
"4048",2012,"Birmingham"," Victoria̴Square̴Step,̴Birmingham"," Victoria Square Step, Birmingham"
"4049",2012,"Birmingham","Victoria̴Square.̴City̴Centre.","Victoria Square. City Centre."
"4050",2012,"Birmingham"," Villa̴Road,Lozells"," Villa Road,Lozells"
"4051",2012,"Birmingham"," wallface,̴west̴bromwich"," wallface, west bromwich"
"4052",2012,"Birmingham","Waters̴Street","Waters Street"
"4053",2012,"Birmingham"," Waverhill̴Park,̴Handsworth"," Waverhill Park, Handsworth"
"4054",2012,"Birmingham","Waverly̴Hill̴Park","Waverly Hill Park"
"4055",2012,"Birmingham"," Wellington̴Crescent,̴Handsworth,̴Birmingham"," Wellington Crescent, Handsworth, Birmingham"
"4056",2012,"Birmingham"," West̴Avenue,̴Handsworth̴Wood"," West Avenue, Handsworth Wood"
"4057",2012,"Birmingham","whitmore̴st","whitmore st"
"4058",2012,"Birmingham"," Whitmore̴Street,̴Bordesley̴Green"," Whitmore Street, Bordesley Green"
"4059",2012,"Birmingham","whitomore̴st","whitomore st"
"4060",2012,"Birmingham","Willes̴Road","Willes Road"
"4061",2012,"Birmingham","Winson̴St","Winson St"
"4062",2012,"Birmingham","Winson̴St","Winson St"
"4063",2012,"Birmingham"," Witton̴Lodge̴Road,̴Erdington"," Witton Lodge Road, Erdington"
"4064",2012,"Birmingham"," Wright̴Street,Small̴heath"," Wright Street,Small heath"
"4065",2012,"Birmingham","wrottesley̴st","wrottesley st"
"4066",2012,"Coventry","gosford̴st","gosford st"
"4067",2012,"Coventry","Albany̴ph","Albany ph"
"4068",2012,"Coventry"," Allard̴Way,̴Coventry"," Allard Way, Coventry"
"4069",2012,"Coventry"," Allesley̴Old̴Rd̴,Coventry."," Allesley Old Rd ,Coventry."
"4070",2012,"Coventry","allton̴road","allton road"
"4071",2012,"Coventry","Ansty̴Road","Ansty Road"
"4072",2012,"Coventry"," Arena̴Park̴,̴Coventry."," Arena Park , Coventry."
"4073",2012,"Coventry","beake̴avneue","beake avneue"
"4074",2012,"Coventry","beake̴avneue","beake avneue"
"4075",2012,"Coventry","beake̴avneue","beake avneue"
"4076",2012,"Coventry","Bedlam̴Lane","Bedlam Lane"
"4077",2012,"Coventry","bedlam̴road","bedlam road"
"4078",2012,"Coventry","birmingham̴international","birmingham international"
"4079",2012,"Coventry","Birmingham̴International̴Railway̴Station","Birmingham International Railway Station"
"4080",2012,"Coventry","Blackberry̴Lane","Blackberry Lane"
"4081",2012,"Coventry","bowers̴close","bowers close"
"4082",2012,"Coventry","Britannia̴Hotel","Britannia Hotel"
"4083",2012,"Coventry","broad̴park̴road","broad park road"
"4084",2012,"Coventry","Broadgate","Broadgate"
"4085",2012,"Coventry"," Calcott̴House,̴Chace̴Avenue,̴Coventry"," Calcott House, Chace Avenue, Coventry"
"4086",2012,"Coventry","Car̴park̴arena̴park","Car park arena park"
"4087",2012,"Coventry","Carmelite̴Road","Carmelite Road"
"4088",2012,"Coventry"," Chace̴Avenue̴Police̴Staion,̴Front̴Office."," Chace Avenue Police Staion, Front Office."
"4089",2012,"Coventry","clay̴lane","clay lane"
"4090",2012,"Coventry","concourse̴sky̴dome","concourse sky dome"
"4091",2012,"Coventry","Corporation̴Street","Corporation Street"
"4092",2012,"Coventry","Corporation̴Street","Corporation Street"
"4093",2012,"Coventry","corporation̴street","corporation street"
"4094",2012,"Coventry","Corporation̴Street","Corporation Street"
"4095",2012,"Coventry","Coundon̴Wedge̴drive̴Coventry","Coundon Wedge drive Coventry"
"4096",2012,"Coventry","coventry̴central̴police̴station","coventry central police station"
"4097",2012,"Coventry","coventry̴central̴police̴station","coventry central police station"
"4098",2012,"Coventry","coventry̴oak̴PH","coventry oak PH"
"4099",2012,"Coventry","cox̴st̴Coventry","cox st Coventry"
"4100",2012,"Coventry","Croft̴Road","Croft Road"
"4101",2012,"Coventry","Croft̴Road","Croft Road"
"4102",2012,"Coventry","croft̴road̴coventry","croft road coventry"
"4103",2012,"Coventry","Cross̴Cheaping","Cross Cheaping"
"4104",2012,"Coventry","CVFO","CVFO"
"4105",2012,"Coventry","CVFO","CVFO"
"4106",2012,"Coventry","CVFO","CVFO"
"4107",2012,"Coventry","CVFO","CVFO"
"4108",2012,"Coventry","denham̴avenue","denham avenue"
"4109",2012,"Coventry","Earlsdon̴Street","Earlsdon Street"
"4110",2012,"Coventry","elliman̴gardens","elliman gardens"
"4111",2012,"Coventry"," Ellys̴Road̴,Radford."," Ellys Road ,Radford."
"4112",2012,"Coventry","Far̴Gosford̴street","Far Gosford street"
"4113",2012,"Coventry","Far̴Gosford̴Street","Far Gosford Street"
"4114",2012,"Coventry","flying̴standard","flying standard"
"4115",2012,"Coventry"," Flying̴standard,̴Trinity̴street,̴Coventry"," Flying standard, Trinity street, Coventry"
"4116",2012,"Coventry","Foleshill̴Rd","Foleshill Rd"
"4117",2012,"Coventry","Foleshill̴Road","Foleshill Road"
"4118",2012,"Coventry","foleshill̴road","foleshill road"
"4119",2012,"Coventry"," Foleshill̴Road,̴Coventry"," Foleshill Road, Coventry"
"4120",2012,"Coventry","front̴office","front office"
"4121",2012,"Coventry","front̴office","front office"
"4122",2012,"Coventry"," Front̴Office̴Car̴Park̴,Little̴park̴St̴,Coventry."," Front Office Car Park ,Little park St ,Coventry."
"4123",2012,"Coventry"," Front̴Office,̴Little̴Park̴St̴,̴Coventry"," Front Office, Little Park St , Coventry"
"4124",2012,"Coventry","gosford̴street","gosford street"
"4125",2012,"Coventry","Gosford̴Street","Gosford Street"
"4126",2012,"Coventry"," Gosford̴Street,̴Coventry"," Gosford Street, Coventry"
"4127",2012,"Coventry","Grangemouth̴Road","Grangemouth Road"
"4128",2012,"Coventry","hale̴street","hale street"
"4129",2012,"Coventry","HALE̴STREET","HALE STREET"
"4130",2012,"Coventry","Hales̴Street","Hales Street"
"4131",2012,"Coventry","hales̴street","hales street"
"4132",2012,"Coventry","hampton̴road̴Coventry","hampton road Coventry"
"4133",2012,"Coventry"," Harnall̴Lane̴West̴,̴Coventry."," Harnall Lane West , Coventry."
"4134",2012,"Coventry","harnell̴lane̴east","harnell lane east"
"4135",2012,"Coventry","harnell̴lane̴east","harnell lane east"
"4136",2012,"Coventry"," harper̴road,̴coventry"," harper road, coventry"
"4137",2012,"Coventry"," harper̴road,̴coventry"," harper road, coventry"
"4138",2012,"Coventry","Heath̴Road","Heath Road"
"4139",2012,"Coventry","Hersal̴common","Hersal common"
"4140",2012,"Coventry","Hertford̴Street","Hertford Street"
"4141",2012,"Coventry","hollybush̴PH","hollybush PH"
"4142",2012,"Coventry","hollybush̴PH","hollybush PH"
"4143",2012,"Coventry"," Holyhead̴Road,̴Coventry."," Holyhead Road, Coventry."
"4144",2012,"Coventry","Homer̴Road","Homer Road"
"4145",2012,"Coventry","jardine̴crescent","jardine crescent"
"4146",2012,"Coventry","Jordan̴well","Jordan well"
"4147",2012,"Coventry","jtn̴5̴coventry̴ring̴road","jtn 5 coventry ring road"
"4148",2012,"Coventry","Jubilee̴Crescent","Jubilee Crescent"
"4149",2012,"Coventry","Kasbah","Kasbah"
"4150",2012,"Coventry"," Kasbah̴Night̴Club,̴Coventry"," Kasbah Night Club, Coventry"
"4151",2012,"Coventry"," Kenilworth̴Rd̴,Coventry."," Kenilworth Rd ,Coventry."
"4152",2012,"Coventry"," king̴william̴street,̴coventry"," king william street, coventry"
"4153",2012,"Coventry","little̴park̴st","little park st"
"4154",2012,"Coventry"," Little̴Park̴St̴,Coventry."," Little Park St ,Coventry."
"4155",2012,"Coventry","Little̴Park̴Street","Little Park Street"
"4156",2012,"Coventry","Little̴Park̴Street","Little Park Street"
"4157",2012,"Coventry","Little̴Park̴Street","Little Park Street"
"4158",2012,"Coventry","Little̴Park̴Street","Little Park Street"
"4159",2012,"Coventry"," little̴park̴street,̴city̴centre"," little park street, city centre"
"4160",2012,"Coventry","longford","longford"
"4161",2012,"Coventry","Longford̴Road","Longford Road"
"4162",2012,"Coventry","Lower̴Ford̴Street","Lower Ford Street"
"4163",2012,"Coventry","Lower̴Ford̴Street","Lower Ford Street"
"4164",2012,"Coventry"," Lower̴Holyhead̴Road,̴Coventry."," Lower Holyhead Road, Coventry."
"4165",2012,"Coventry","Lyndale̴road","Lyndale road"
"4166",2012,"Coventry","ma̴front̴office","ma front office"
"4167",2012,"Coventry","MAFO","MAFO"
"4168",2012,"Coventry","MAFO","MAFO"
"4169",2012,"Coventry"," Market̴Way̴,̴Coventry."," Market Way , Coventry."
"4170",2012,"Coventry","Marlcroft","Marlcroft"
"4171",2012,"Coventry","Masser̴Road","Masser Road"
"4172",2012,"Coventry","Masser̴Road","Masser Road"
"4173",2012,"Coventry","Masser̴Road","Masser Road"
"4174",2012,"Coventry","Masser̴Road","Masser Road"
"4175",2012,"Coventry","Masser̴Road","Masser Road"
"4176",2012,"Coventry","MB̴front̴office","MB front office"
"4177",2012,"Coventry","MCFO","MCFO"
"4178",2012,"Coventry","Meadow̴St","Meadow St"
"4179",2012,"Coventry","Middlemarch̴Road","Middlemarch Road"
"4180",2012,"Coventry"," Middlemarch̴Road̴,Radford̴,Coventry."," Middlemarch Road ,Radford ,Coventry."
"4181",2012,"Coventry","mile̴lane","mile lane"
"4182",2012,"Coventry","mile̴lane","mile lane"
"4183",2012,"Coventry","Millennium̴Place","Millennium Place"
"4184",2012,"Coventry","Moore̴Street","Moore Street"
"4185",2012,"Coventry","murray̴road","murray road"
"4186",2012,"Coventry","new̴union̴street","new union street"
"4187",2012,"Coventry","new̴union̴street","new union street"
"4188",2012,"Coventry","New̴Union̴Street","New Union Street"
"4189",2012,"Coventry","Outside̴CVFO","Outside CVFO"
"4190",2012,"Coventry"," Oxford̴Street,̴Coventry"," Oxford Street, Coventry"
"4191",2012,"Coventry","penny̴park̴lane","penny park lane"
"4192",2012,"Coventry"," Pensilva̴Close,̴Hillfields"," Pensilva Close, Hillfields"
"4193",2012,"Coventry","Pool̴Meadow̴Bus̴Station","Pool Meadow Bus Station"
"4194",2012,"Coventry","pool̴meadow̴bus̴station","pool meadow bus station"
"4195",2012,"Coventry","pool̴meadow̴bus̴station","pool meadow bus station"
"4196",2012,"Coventry"," Pool̴Meadow̴Bus̴Station̴,̴Coventry."," Pool Meadow Bus Station , Coventry."
"4197",2012,"Coventry","Pool̴Meadow̴Bus̴Station.","Pool Meadow Bus Station."
"4198",2012,"Coventry"," Pool̴Meadow̴Police̴Station,̴Coventry"," Pool Meadow Police Station, Coventry"
"4199",2012,"Coventry","primrose̴hill̴st̴Coventry","primrose hill st Coventry"
"4200",2012,"Coventry","Primrose̴Hill̴Street","Primrose Hill Street"
"4201",2012,"Coventry","Primrose̴Hill̴Street","Primrose Hill Street"
"4202",2012,"Coventry","primrose̴hill̴street","primrose hill street"
"4203",2012,"Coventry","Priory̴Hall","Priory Hall"
"4204",2012,"Coventry","Quarry̴Wood̴Grove","Quarry Wood Grove"
"4205",2012,"Coventry","Quinton̴Road","Quinton Road"
"4206",2012,"Coventry","raglan̴street","raglan street"
"4207",2012,"Coventry","Ramada̴hotel","Ramada hotel"
"4208",2012,"Coventry"," Rear̴of̴Clique,̴Hale̴Street"," Rear of Clique, Hale Street"
"4209",2012,"Coventry"," Rear̴Yard,̴Coventry̴Central̴Police̴Station"," Rear Yard, Coventry Central Police Station"
"4210",2012,"Coventry","Ricoh̴Arena","Ricoh Arena"
"4211",2012,"Coventry","Ricoh̴Arena","Ricoh Arena"
"4212",2012,"Coventry","riley̴square","riley square"
"4213",2012,"Coventry","ringway̴queens","ringway queens"
"4214",2012,"Coventry"," Roseberry̴Avenue,̴Coventry"," Roseberry Avenue, Coventry"
"4215",2012,"Coventry"," Samuel̴Vale̴House,̴St̴Nicholas̴Street"," Samuel Vale House, St Nicholas Street"
"4216",2012,"Coventry"," Samuel̴Vale̴House,̴St̴Nicholas̴Street"," Samuel Vale House, St Nicholas Street"
"4217",2012,"Coventry","Sewall̴Highway","Sewall Highway"
"4218",2012,"Coventry","Sewell̴Highway","Sewell Highway"
"4219",2012,"Coventry","sky̴dome","sky dome"
"4220",2012,"Coventry","sky̴dome","sky dome"
"4221",2012,"Coventry","sky̴dome","sky dome"
"4222",2012,"Coventry","sky̴dome","sky dome"
"4223",2012,"Coventry","sky̴dome","sky dome"
"4224",2012,"Coventry","Sky̴Dome","Sky Dome"
"4225",2012,"Coventry"," Sky̴Dome,̴Coventry"," Sky Dome, Coventry"
"4226",2012,"Coventry","Skydome","Skydome"
"4227",2012,"Coventry","Skydome","Skydome"
"4228",2012,"Coventry","Skydome","Skydome"
"4229",2012,"Coventry","Skydome̴carpark","Skydome carpark"
"4230",2012,"Coventry","Skydome̴carpark","Skydome carpark"
"4231",2012,"Coventry","Skydome̴carpark","Skydome carpark"
"4232",2012,"Coventry","Skydome̴Complex","Skydome Complex"
"4233",2012,"Coventry","Skydome̴Complex","Skydome Complex"
"4234",2012,"Coventry","skydome̴complex","skydome complex"
"4235",2012,"Coventry","skydome̴complex","skydome complex"
"4236",2012,"Coventry","Skydome̴concourse","Skydome concourse"
"4237",2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
"4238",2012,"Coventry","Skydome̴concourse","Skydome concourse"
"4239",2012,"Coventry","Skydome̴Concourse","Skydome Concourse"
"4240",2012,"Coventry","skydome̴concourse","skydome concourse"
"4241",2012,"Coventry","skydome̴concourse","skydome concourse"
"4242",2012,"Coventry","Skydome̴concourse","Skydome concourse"
"4243",2012,"Coventry"," Skydome̴Concourse̴,Coventry."," Skydome Concourse ,Coventry."
"4244",2012,"Coventry"," Skydome̴Concourse̴,Coventry."," Skydome Concourse ,Coventry."
"4245",2012,"Coventry"," Skydome̴concourse,̴Coventry̴city̴centre"," Skydome concourse, Coventry city centre"
"4246",2012,"Coventry"," Skydome̴Concourse,̴Coventry."," Skydome Concourse, Coventry."
"4247",2012,"Coventry","Skydome̴concourse.","Skydome concourse."
"4248",2012,"Coventry","skydome̴Coventry","skydome Coventry"
"4249",2012,"Coventry","Somerset̴Road","Somerset Road"
"4250",2012,"Coventry","spon̴st̴Coventry","spon st Coventry"
"4251",2012,"Coventry","Spon̴Street","Spon Street"
"4252",2012,"Coventry","Spon̴Street","Spon Street"
"4253",2012,"Coventry","Spon̴Street","Spon Street"
"4254",2012,"Coventry","Spon̴Street","Spon Street"
"4255",2012,"Coventry","spon̴street","spon street"
"4256",2012,"Coventry"," Spon̴Street̴,̴Coventry."," Spon Street , Coventry."
"4257",2012,"Coventry"," Spon̴Street,̴Coventry"," Spon Street, Coventry"
"4258",2012,"Coventry"," Spon̴Street,̴Coventry"," Spon Street, Coventry"
"4259",2012,"Coventry"," Spon̴Street,̴Coventry"," Spon Street, Coventry"
"4260",2012,"Coventry","St̴Patricks̴Road","St Patricks Road"
"4261",2012,"Coventry"," st̴thomas̴road,̴longford,̴coventry"," st thomas road, longford, coventry"
"4262",2012,"Coventry"," Station̴Square,̴Coventry"," Station Square, Coventry"
"4263",2012,"Coventry"," Station̴Square,̴Coventry"," Station Square, Coventry"
"4264",2012,"Coventry"," Station̴Square,̴Coventry"," Station Square, Coventry"
"4265",2012,"Coventry","Stoney̴̴Stanton̴rd","Stoney  Stanton rd"
"4266",2012,"Coventry","stoney̴stanton̴road","stoney stanton road"
"4267",2012,"Coventry","stoney̴stanton̴road","stoney stanton road"
"4268",2012,"Coventry","stoney̴stanton̴road","stoney stanton road"
"4269",2012,"Coventry","stoney̴stanton̴road","stoney stanton road"
"4270",2012,"Coventry","stoney̴stanton̴road","stoney stanton road"
"4271",2012,"Coventry","tamworth̴road","tamworth road"
"4272",2012,"Coventry"," Tanyard̴Close̴,Tanyard̴Farm̴,Coventry."," Tanyard Close ,Tanyard Farm ,Coventry."
"4273",2012,"Coventry","Tarquin̴Close","Tarquin Close"
"4274",2012,"Coventry","Taxi̴rank̴train̴station̴coventry","Taxi rank train station coventry"
"4275",2012,"Coventry","The̴Burges","The Burges"
"4276",2012,"Coventry","The̴Burgess","The Burgess"
"4277",2012,"Coventry","The̴Burgess","The Burgess"
"4278",2012,"Coventry","The̴Butts","The Butts"
"4279",2012,"Coventry"," The̴Castle̴Pub,̴Little̴Park̴St̴,Coventry."," The Castle Pub, Little Park St ,Coventry."
"4280",2012,"Coventry","The̴Chesils","The Chesils"
"4281",2012,"Coventry","The̴Flying̴Standard̴Public̴House","The Flying Standard Public House"
"4282",2012,"Coventry","The̴Grapes̴ph̴o/s","The Grapes ph o/s"
"4283",2012,"Coventry","Trafalgar̴̴House","Trafalgar  House"
"4284",2012,"Coventry","Trinity̴St","Trinity St"
"4285",2012,"Coventry","Trinity̴Street","Trinity Street"
"4286",2012,"Coventry","Trinity̴Street","Trinity Street"
"4287",2012,"Coventry","Trinity̴Street","Trinity Street"
"4288",2012,"Coventry","UHCW","UHCW"
"4289",2012,"Coventry","University̴hospital","University hospital"
"4290",2012,"Coventry","University̴Hospital̴Coventry","University Hospital Coventry"
"4291",2012,"Coventry"," Unniversity̴Hospital,̴Coventry"," Unniversity Hospital, Coventry"
"4292",2012,"Coventry","Upper̴Spon̴Street","Upper Spon Street"
"4293",2012,"Coventry","Victoria̴street","Victoria street"
"4294",2012,"Coventry","Wallace̴Rd","Wallace Rd"
"4295",2012,"Coventry","Walsgrave̴Hospital.","Walsgrave Hospital."
"4296",2012,"Coventry","walsgrave̴Rd","walsgrave Rd"
"4297",2012,"Coventry","Walsgrave̴Road","Walsgrave Road"
"4298",2012,"Coventry","Warwick̴Rd","Warwick Rd"
"4299",2012,"Coventry","warwick̴row̴coventry","warwick row coventry"
"4300",2012,"Coventry","West̴Avenue","West Avenue"
"4301",2012,"Coventry","wILLENHALL̴laNE","wILLENHALL laNE"
"4302",2012,"Coventry","wILLENHALL̴laNE","wILLENHALL laNE"
"4303",2012,"Coventry","Windsor̴St","Windsor St"
"4304",2012,"Coventry","Windsor̴St","Windsor St"
"4305",2012,"Coventry","Winsor̴Street","Winsor Street"
"4306",2012,"Coventry"," Woodway̴Lane̴,Coventry."," Woodway Lane ,Coventry."
"4307",2012,"Coventry","Wyken̴Croft","Wyken Croft"
"4308",2012,"Coventry","Yardley̴Street","Yardley Street"
"4309",2012,"Dudley","Hagley̴road̴̴Halesowen","Hagley road  Halesowen"
"4310",2012,"Dudley","Bachelor̴Close","Bachelor Close"
"4311",2012,"Dudley"," Bearwood̴Road̴,̴Bearwood"," Bearwood Road , Bearwood"
"4312",2012,"Dudley"," Bell̴St,̴Stourbridge"," Bell St, Stourbridge"
"4313",2012,"Dudley"," bhan̴Road,"," bhan Road,"
"4314",2012,"Dudley","BHPS̴Front̴Office","BHPS Front Office"
"4315",2012,"Dudley","Birmingham̴New̴Road","Birmingham New Road"
"4316",2012,"Dudley"," Birmingham̴Street,̴Stourbridge"," Birmingham Street, Stourbridge"
"4317",2012,"Dudley"," Birmingham̴Street,̴Stourbridge"," Birmingham Street, Stourbridge"
"4318",2012,"Dudley"," Bridfgnorth̴Road,̴Stourbridge"," Bridfgnorth Road, Stourbridge"
"4319",2012,"Dudley","Brierley̴Hill̴High̴Street","Brierley Hill High Street"
"4320",2012,"Dudley","Bus̴station̴Dudley","Bus station Dudley"
"4321",2012,"Dudley"," Bus̴station,̴Merry̴Hill̴Centre"," Bus station, Merry Hill Centre"
"4322",2012,"Dudley"," Castle̴Hill,̴Dudley"," Castle Hill, Dudley"
"4323",2012,"Dudley"," Castle̴Hill,̴Dudley"," Castle Hill, Dudley"
"4324",2012,"Dudley","Charles̴Ave","Charles Ave"
"4325",2012,"Dudley"," Church̴St,̴B̴hill"," Church St, B hill"
"4326",2012,"Dudley"," Church̴St,̴Stourbridge"," Church St, Stourbridge"
"4327",2012,"Dudley","Cinder̴Bank̴Dudley","Cinder Bank Dudley"
"4328",2012,"Dudley","Clifton̴PH̴Sedgley","Clifton PH Sedgley"
"4329",2012,"Dudley","clydesdale̴tower","clydesdale tower"
"4330",2012,"Dudley","Cobden̴Street","Cobden Street"
"4331",2012,"Dudley","Corbett̴Crescent̴Stourbridge","Corbett Crescent Stourbridge"
"4332",2012,"Dudley","coventry̴street","coventry street"
"4333",2012,"Dudley"," Delph̴Rd,̴B̴Hill"," Delph Rd, B Hill"
"4334",2012,"Dudley","dingle̴road̴dudley","dingle road dudley"
"4335",2012,"Dudley","Dudley̴Bus̴station","Dudley Bus station"
"4336",2012,"Dudley","dudley̴high̴street","dudley high street"
"4337",2012,"Dudley","Dudley̴police̴station","Dudley police station"
"4338",2012,"Dudley"," Envill̴Street̴,̴Stourbridge"," Envill Street , Stourbridge"
"4339",2012,"Dudley","Enville̴Street̴Stourbridge","Enville Street Stourbridge"
"4340",2012,"Dudley","front̴office̴brierley̴hill̴police̴station","front office brierley hill police station"
"4341",2012,"Dudley","Gaimage̴Street","Gaimage Street"
"4342",2012,"Dudley","hagley̴road","hagley road"
"4343",2012,"Dudley","Hagley̴Road̴Stourbridge","Hagley Road Stourbridge"
"4344",2012,"Dudley","Halesowen̴bus̴station","Halesowen bus station"
"4345",2012,"Dudley","Halesowen̴bus̴station","Halesowen bus station"
"4346",2012,"Dudley","Halesowen̴police̴station","Halesowen police station"
"4347",2012,"Dudley","Hall̴street̴Dudley","Hall street Dudley"
"4348",2012,"Dudley"," harvester,̴hagley̴road"," harvester, hagley road"
"4349",2012,"Dudley"," High̴̴Street̴,̴Brierley̴Hill"," High  Street , Brierley Hill"
"4350",2012,"Dudley","high̴st̴bhill","high st bhill"
"4351",2012,"Dudley","High̴St̴Dudley","High St Dudley"
"4352",2012,"Dudley","high̴st̴stourbridge","high st stourbridge"
"4353",2012,"Dudley","high̴st̴stourbridge","high st stourbridge"
"4354",2012,"Dudley"," High̴St,̴B̴Hill"," High St, B Hill"
"4355",2012,"Dudley"," High̴St,̴Lye"," High St, Lye"
"4356",2012,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"4357",2012,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"4358",2012,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"4359",2012,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"4360",2012,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"4361",2012,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"4362",2012,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"4363",2012,"Dudley"," High̴St,̴Stourbridge"," High St, Stourbridge"
"4364",2012,"Dudley","high̴street","high street"
"4365",2012,"Dudley","high̴street","high street"
"4366",2012,"Dudley","High̴street","High street"
"4367",2012,"Dudley","High̴street","High street"
"4368",2012,"Dudley","High̴street","High street"
"4369",2012,"Dudley"," HIgh̴Street̴,̴Stourbridge"," HIgh Street , Stourbridge"
"4370",2012,"Dudley"," High̴Street̴,̴Stourbridge"," High Street , Stourbridge"
"4371",2012,"Dudley"," High̴Street̴,̴Stourbridge"," High Street , Stourbridge"
"4372",2012,"Dudley","High̴Street̴Brierley̴Hill","High Street Brierley Hill"
"4373",2012,"Dudley","high̴street̴brierley̴hill","high street brierley hill"
"4374",2012,"Dudley","high̴street̴brierley̴hill","high street brierley hill"
"4375",2012,"Dudley","High̴Street̴stourbridge","High Street stourbridge"
"4376",2012,"Dudley","high̴street̴stourbridge","high street stourbridge"
"4377",2012,"Dudley","high̴street̴stourbridge","high street stourbridge"
"4378",2012,"Dudley","High̴Street̴Stourbridge","High Street Stourbridge"
"4379",2012,"Dudley","High̴Street̴Stourbridge","High Street Stourbridge"
"4380",2012,"Dudley"," High̴Street,̴Dudley"," High Street, Dudley"
"4381",2012,"Dudley"," High̴Street,̴Lye"," High Street, Lye"
"4382",2012,"Dudley"," High̴Street,̴Lye."," High Street, Lye."
"4383",2012,"Dudley"," High̴Street,̴Stourbridge"," High Street, Stourbridge"
